0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.80114	0.0200395	2.29648	-0.203961	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89335	-0.134381	1.913	-0.133673	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.98572	0.0719215	2.36088	0.125596	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85737	0.41584	3.34463	0.440939	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.69072	0.43618	2.64666	0.222796	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.08047	0.593684	2.14891	0.110755	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.09343	0.666115	2.39017	0.251063	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5743	1.66167	2.5779	1.50851	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5258	1.62047	2.38857	1.39337	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5962	2.31709	1.75103	0.189695	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6901	2.29466	2.30335	0.252585	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6376	2.90011	3.55768	0.888898	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4804	2.87247	2.87217	0.754684	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0146	3.70516	2.22479	0.870418	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0871	3.7253	2.36917	0.909818	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3327	4.73142	2.13586	1.06737	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.4288	4.75105	2.49664	1.16557	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0771	5.57209	2.76998	0.585753	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1857	5.60641	2.99877	0.656889	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6117	6.95635	1.93712	1.80351	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.669	6.97218	2.36077	1.96059	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5804	8.09362	3.364	0.564589	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5272	8.08399	3.08888	0.487197	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9485	9.87116	1.89339	2.66264	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9328	9.86034	1.99442	2.70651	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6092	10.7119	3.16496	-0.422369	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6943	10.7412	3.27873	-0.3804	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1486	12.0764	1.82509	2.49455	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2621	12.1162	2.21157	2.64492	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3197	13.4753	3.72848	0.511275	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.1874	13.4357	3.18989	0.322476	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
