px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.58966	-9.33728	-2.84988	2.04211	0.0194561	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0
9.61916	-9.45942	-2.78596	1.99875	-0.0724307	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.85844
9.63329	-9.61505	-2.80329	1.94407	-0.144731	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0
9.70535	-9.75058	-2.84788	1.96881	-0.0736187	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.957636
9.72232	-9.90596	-2.86369	1.92173	-0.134188	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0
9.7201	-10.0513	-2.78339	1.83526	-0.298497	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.52517
9.75869	-10.1867	-2.76885	1.824	-0.292049	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0
9.79558	-10.3253	-2.77399	1.80841	-0.296414	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.458828
9.80499	-10.4696	-2.7815	1.77108	-0.326875	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0
9.85324	-10.615	-2.80473	1.79089	-0.243464	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	1.05828
9.87645	-10.7656	-2.80381	1.76956	-0.254273	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0
9.869	-10.9145	-2.75909	1.69706	-0.380582	9.88465	-10.9383	9.85	-10.9	0	-2.73074	1.61046
9.87344	-11.0637	-2.757	1.66523	-0.3956	9.83614	-11.041	9.85	-11.05	0	-2.73073	0
9.89055	-11.1995	-2.7633	1.65743	-0.368062	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.108648
9.88395	-11.3439	-2.77273	1.62273	-0.389221	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0
9.89894	-11.4854	-2.78578	1.61919	-0.353079	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.160518
9.88335	-11.631	-2.79624	1.58238	-0.377817	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0
9.78373	-11.762	-2.71606	1.38882	-0.764985	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	12.164
9.75807	-11.885	-2.70329	1.35309	-0.762747	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0
9.74175	-12.0149	-2.7053	1.34451	-0.697211	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.302679
9.69406	-12.1496	-2.71511	1.29714	-0.712077	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0
9.61881	-12.2763	-2.70859	1.19033	-0.873056	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	2.03734
9.56414	-12.3918	-2.69766	1.14486	-0.876796	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0
9.4376	-12.4943	-2.69393	0.976782	-1.15093	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	4.64786
9.36186	-12.594	-2.68001	0.919709	-1.15259	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0
9.29661	-12.7153	-2.66879	0.90673	-1.04157	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.70373
9.2099	-12.8153	-2.64816	0.8505	-1.04449	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0
9.04451	-12.8756	-2.67346	0.632525	-1.43397	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	10.1068
8.91283	-12.9537	-2.69585	0.548866	-1.44325	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	0
8.78403	-13.0242	-2.69229	0.473168	-1.43145	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	0.108491
8.65443	-13.078	-2.67932	0.392336	-1.43749	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0
8.5238	-13.1211	-2.68838	0.305695	-1.47448	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	0.132253
8.38677	-13.1576	-2.69815	0.229534	-1.4745	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0
8.22337	-13.164	-2.73018	0.0943266	-1.60552	8.22926	-13.1698	8.2	-13.15	-2.72741	0	1.24993
8.06665	-13.169	-2.73758	0.00239996	-1.60774	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0
7.92301	-13.1707	-2.71184	-0.0593701	-1.5365	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.731118
7.77281	-13.158	-2.71639	-0.142282	-1.53331	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0
7.67622	-13.2152	-2.5746	-0.0573537	-1.14286	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	13.9397
7.52475	-13.2193	-2.61326	-0.101889	-1.11663	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0
7.37932	-13.2054	-2.60771	-0.147701	-1.0729	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.564708
7.21801	-13.1973	-2.64141	-0.1908	-1.04602	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0
7.0792	-13.1205	-2.69431	-0.322925	-1.22552	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.22252
6.92485	-13.0965	-2.73738	-0.361269	-1.18917	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0
6.78651	-13.0559	-2.7256	-0.405147	-1.14637	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.444091
6.62331	-13.0159	-2.76341	-0.442003	-1.10628	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0
6.48851	-13.0175	-2.65326	-0.38304	-0.829668	6.40137	-13.0799	6.4	-13.05	-2.72678	0	7.91298
6.32416	-12.9883	-2.69036	-0.395655	-0.781045	6.26174	-13.0534	6.25	-13.05	-2.72678	0	0
6.18333	-12.9479	-2.67733	-0.407476	-0.714365	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.358917
6.01705	-12.9097	-2.71676	-0.417133	-0.671939	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	0
5.90727	-12.7693	-2.81635	-0.599987	-1.01091	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	9.55519
5.75238	-12.7084	-2.86497	-0.617939	-0.964519	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	0
5.62358	-12.6636	-2.76276	-0.585306	-0.763434	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	6.03119
5.47629	-12.5985	-2.78295	-0.600832	-0.726229	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	0
5.35531	-12.4773	-2.84024	-0.695009	-0.849491	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.73977
5.19927	-12.404	-2.87336	-0.700415	-0.790987	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	0
5.07644	-12.3187	-2.84624	-0.716403	-0.732724	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.4246
4.9486	-12.2248	-2.85483	-0.742249	-0.7123	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0
4.84416	-12.1128	-2.87911	-0.793466	-0.744385	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.437178
4.74471	-12.0197	-2.87275	-0.823281	-0.734978	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0
4.64399	-11.8917	-2.89586	-0.881583	-0.774066	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.294361
4.57914	-11.7541	-2.87049	-0.955963	-0.820963	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0
4.50862	-11.6575	-2.73632	-0.971137	-0.742081	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.01143
4.46414	-11.5292	-2.70339	-1.04272	-0.7894	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0
4.36482	-11.342	-2.99963	-1.12805	-0.907862	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	24.9475
4.35509	-11.1836	-2.97963	-1.22848	-0.989906	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0
4.38552	-11.0483	-2.76957	-1.35494	-1.11197	4.43713	-11.024	4.45	-11.05	0	1.81614	10.9907
4.38801	-10.8977	-2.75354	-1.44498	-1.15651	4.45136	-10.93	4.45	-10.95	0	1.81612	0
4.37283	-10.7484	-2.76025	-1.50501	-1.14812	4.44745	-10.786	4.45	-10.8	0	2.72555	0.100182
4.3951	-10.6002	-2.7484	-1.59371	-1.18703	4.45788	-10.6457	4.45	-10.65	0	2.72554	0
4.39598	-10.4546	-2.75325	-1.64496	-1.15992	4.46329	-10.5756	4.45	-10.5	0	2.729	0.290102
4.4195	-10.3094	-2.74745	-1.71509	-1.16998	4.44057	-10.3382	4.45	-10.35	0	2.72898	0
4.44486	-10.1636	-2.74881	-1.77426	-1.15756	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.140957
4.50006	-10.019	-2.75076	-1.85667	-1.18342	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0
4.52034	-9.8748	-2.75969	-1.8727	-1.08008	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.870641
4.58837	-9.73278	-2.76663	-1.94869	-1.10133	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0
4.58809	-9.57338	-2.78629	-1.90466	-0.880357	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.76956
4.66877	-9.43238	-2.79901	-1.97569	-0.907739	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0
4.74569	-9.29778	-2.80022	-2.03929	-0.929428	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.36235
4.85312	-9.15478	-2.83555	-2.11579	-0.957177	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0
4.93683	-9.03427	-2.84274	-2.17449	-0.979986	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.0884368
5.02442	-8.92444	-2.84023	-2.22766	-0.985407	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0
5.09465	-8.79419	-2.82731	-2.22179	-0.842444	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.37835
5.21017	-8.66438	-2.85536	-2.27667	-0.847836	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0
5.31461	-8.56095	-2.8617	-2.3329	-0.876883	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0934712
5.42347	-8.45321	-2.87773	-2.37851	-0.876176	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0
5.51553	-8.33708	-2.85711	-2.37449	-0.747442	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	1.1737
5.61109	-8.23563	-2.83047	-2.40822	-0.743525	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0
5.69502	-8.10692	-2.81501	-2.37471	-0.564266	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	1.99162
5.81808	-7.99138	-2.83733	-2.40543	-0.560464	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0
5.92182	-7.87432	-2.83439	-2.40081	-0.472335	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.465965
6.04345	-7.76314	-2.84891	-2.42524	-0.468711	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0
6.14453	-7.64536	-2.84055	-2.40624	-0.356929	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.727685
6.26018	-7.54238	-2.83898	-2.42571	-0.356888	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0
6.37077	-7.43488	-2.83453	-2.42449	-0.302838	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.19091
6.48043	-7.34129	-2.81702	-2.44178	-0.305092	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0
6.60535	-7.26363	-2.83095	-2.5074	-0.441922	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1.73556
6.72801	-7.17272	-2.84895	-2.528	-0.438659	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0
6.80092	-7.03526	-2.80375	-2.42248	-0.117323	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	6.72404
6.90647	-6.93867	-2.78654	-2.42766	-0.117291	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0
7.04603	-6.8671	-2.79249	-2.49936	-0.2787	7.08741	-6.92602	7	-6.85	2.72856	1.81904	1.62715
7.16773	-6.7712	-2.79553	-2.51127	-0.27442	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0
7.26016	-6.65233	-2.76947	-2.44202	-0.0594932	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	2.95784
7.37217	-6.55671	-2.76249	-2.44494	-0.0595057	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0
7.53242	-6.528	-2.78648	-2.60086	-0.444134	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	9.26858
7.65289	-6.45899	-2.78597	-2.62402	-0.44528	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0
7.77119	-6.37544	-2.76754	-2.62107	-0.379242	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.423602
7.89241	-6.31603	-2.74005	-2.64788	-0.389135	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0
8.01602	-6.23985	-2.72571	-2.6464	-0.32955	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.295526
8.14688	-6.16449	-2.72912	-2.66057	-0.324272	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0
8.23291	-6.06173	-2.68721	-2.57832	-0.0816544	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	4.15121
8.34588	-5.98012	-2.69572	-2.57535	-0.0720971	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0
8.49913	-5.93628	-2.72268	-2.66742	-0.289549	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	3.18473
8.63719	-5.86669	-2.73075	-2.68304	-0.288617	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0
8.73386	-5.75646	-2.67735	-2.5889	-0.019012	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	5.32285
8.85912	-5.67006	-2.68575	-2.58348	-0.010298	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0
8.95535	-5.57265	-2.66908	-2.52092	0.144818	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1.67416
9.06242	-5.48472	-2.67675	-2.5065	0.15397	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0
9.20843	-5.43773	-2.69854	-2.60447	-0.110831	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	5.21966
9.3378	-5.35289	-2.70956	-2.60482	-0.103581	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0
9.42583	-5.236	-2.66207	-2.5065	0.147154	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	4.48876
9.54498	-5.14409	-2.66898	-2.49586	0.150474	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0
9.64587	-5.03841	-2.6534	-2.43563	0.282259	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1.4294
9.75632	-4.93997	-2.6574	-2.41827	0.284557	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0
9.85215	-4.82668	-2.65071	-2.36009	0.389368	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.756087
9.95409	-4.72828	-2.64522	-2.34207	0.385309	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0
10.0371	-4.60311	-2.64279	-2.27554	0.490049	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.661552
10.1323	-4.48085	-2.65761	-2.24355	0.495527	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0
10.221	-4.36015	-2.6635	-2.21397	0.496014	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.0987641
10.3181	-4.22105	-2.69881	-2.18053	0.501118	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0
10.4507	-4.13371	-2.70955	-2.26216	0.242025	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	3.97278
10.5452	-4.00012	-2.73202	-2.23975	0.251427	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0
10.6472	-3.88448	-2.74081	-2.24226	0.211969	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.143965
10.7438	-3.76177	-2.74998	-2.23038	0.212003	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0
10.7889	-3.61373	-2.72735	-2.1166	0.462831	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	3.81403
10.8628	-3.47907	-2.73316	-2.08734	0.467308	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0
10.9743	-3.38767	-2.73884	-2.16966	0.204638	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.14514
11.0509	-3.24492	-2.77691	-2.14617	0.219064	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0
11.0905	-3.08809	-2.76673	-2.03888	0.45172	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.4465
11.1555	-2.9299	-2.79388	-2.00346	0.463736	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0
11.2065	-2.77915	-2.79982	-1.95538	0.513847	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.259468
11.2609	-2.61511	-2.82736	-1.91837	0.52297	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0
11.1924	-2.40601	-2.84109	-1.6431	1.12636	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	20.6314
11.192	-2.25188	-2.83516	-1.5775	1.13122	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0
11.3129	-2.16925	-2.69809	-1.79075	0.449858	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	27.5676
