px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.3455	-2.00851	-2.72229	-1.76449	0.448122	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0
11.3503	-1.85604	-2.72316	-1.70024	0.54366	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.599364
11.3615	-1.69906	-2.7338	-1.66516	0.548763	11.3326	-1.67041	11.35	-1.65	0	2.73033	0
11.2953	-1.54763	-2.74627	-1.50166	0.877089	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	7.11933
11.2792	-1.39881	-2.7639	-1.45412	0.879647	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0
11.2311	-1.24366	-2.78089	-1.35703	0.998077	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.927004
11.1869	-1.11077	-2.75666	-1.29674	1.00763	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0
11.062	-0.968502	-2.82883	-1.09528	1.37403	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	9.6201
10.9888	-0.818566	-2.86974	-1.02704	1.36624	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0
10.9474	-0.691017	-2.79291	-1.04149	1.1403	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	4.47157
10.866	-0.55925	-2.79577	-0.979261	1.13902	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0
10.769	-0.436321	-2.80957	-0.897777	1.18809	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.272813
10.666	-0.3265	-2.80015	-0.827111	1.19678	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0
10.495	-0.233379	-2.90112	-0.642948	1.48307	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	7.49797
10.3606	-0.145822	-2.89988	-0.557748	1.48804	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0
10.2735	-0.0647993	-2.77988	-0.546269	1.3226	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	5.04019
10.1414	-0.00669485	-2.76093	-0.462481	1.34217	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0
9.99584	0.0499809	-2.77213	-0.376116	1.36731	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.144947
9.85183	0.0804055	-2.75411	-0.284084	1.39517	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0
9.70055	0.111212	-2.75947	-0.198552	1.41016	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.0948748
9.54842	0.103005	-2.73964	-0.0898996	1.45951	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0
9.39368	0.112159	-2.75383	-0.00902511	1.46026	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.0866978
9.24452	0.123415	-2.75944	0.0551272	1.43501	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0
9.09433	0.119485	-2.76059	0.123604	1.41855	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.115126
8.94744	0.153044	-2.76613	0.140362	1.32499	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0
8.84007	0.0962143	-2.61338	0.257847	1.41661	8.90199	0.247143	8.85	0.25	-1.81847	0	6.42201
8.71225	0.127634	-2.5939	0.257409	1.3024	8.76016	0.263752	8.75	0.25	-1.81846	0	0
8.51747	0.185069	-2.77424	0.182683	1.0272	8.46355	0.258809	8.55	0.25	-3.6326	0	11.8252
8.36682	0.18767	-2.76733	0.202266	0.973005	8.35367	0.252596	8.35	0.25	-3.6326	0	0
8.21281	0.167045	-2.7717	0.240203	0.949088	8.05161	0.241868	8.2	0.25	-2.72841	0	0.418355
8.06439	0.169953	-2.75869	0.246649	0.882302	8.05411	0.247878	8.05	0.25	-2.72842	0	0
7.91673	0.139574	-2.75108	0.285879	0.871249	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.320809
7.7687	0.11165	-2.74937	0.313964	0.841931	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0
7.62412	0.0771225	-2.76412	0.33674	0.796471	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.520528
7.47836	0.0316133	-2.76604	0.371592	0.783228	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0
7.3129	0.0252029	-2.8402	0.327664	0.61687	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	3.07916
7.17749	-0.00593687	-2.83322	0.341421	0.592454	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0
7.08231	-0.100598	-2.71635	0.464227	0.787277	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	6.1633
6.95146	-0.163095	-2.71141	0.50066	0.777539	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0
6.84766	-0.272009	-2.67316	0.612785	0.922393	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.51194
6.73555	-0.355805	-2.66448	0.662133	0.921124	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0
6.64821	-0.477145	-2.64236	0.774656	1.05009	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.990741
6.54752	-0.577312	-2.63902	0.828789	1.04558	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0
6.51139	-0.764786	-2.63118	1.05279	1.39459	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.75135
6.44637	-0.903568	-2.64298	1.13752	1.4031	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0
6.39453	-1.03201	-2.65238	1.20636	1.39078	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.204698
6.35075	-1.17704	-2.67964	1.28461	1.39435	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0
6.30119	-1.29396	-2.66488	1.30647	1.27949	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.970286
6.26777	-1.42438	-2.66854	1.36891	1.2768	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0
6.27536	-1.58266	-2.71075	1.50893	1.45304	6.24787	-1.61119	6.25	-1.6	0	-2.99288	2.19607
6.26527	-1.72453	-2.72408	1.57815	1.44514	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0
6.30586	-1.89316	-2.77267	1.72589	1.60409	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	1.98903
6.33787	-2.04379	-2.77472	1.81551	1.60516	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0
6.34505	-2.17008	-2.6784	1.81784	1.38624	6.53066	-2.26346	6.35	-2.2	0	-2.72782	5.19681
6.38202	-2.31654	-2.68755	1.88971	1.37777	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0
6.38683	-2.45407	-2.62992	1.88611	1.19072	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.26485
6.41105	-2.62112	-2.67665	1.92182	1.13801	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0
6.46864	-2.77663	-2.72419	1.99244	1.16544	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.778788
6.50629	-2.94682	-2.77211	2.02006	1.10447	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0
6.5529	-3.09479	-2.76486	2.0441	1.02728	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.687353
6.59931	-3.25818	-2.79989	2.06555	0.971518	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0
6.65416	-3.40236	-2.77879	2.08049	0.885415	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.939234
6.7054	-3.56379	-2.80946	2.09319	0.829525	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0
6.76489	-3.71021	-2.80621	2.10759	0.769352	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.474961
6.81473	-3.87755	-2.83989	2.10546	0.701522	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0
6.8604	-4.02106	-2.80067	2.092	0.594086	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.28636
6.91179	-4.18456	-2.8274	2.08615	0.536062	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0
7.02501	-4.33078	-2.9178	2.16466	0.655701	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.8552
7.09193	-4.49179	-2.94234	2.1647	0.601916	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0
7.15407	-4.62999	-2.90294	2.15881	0.523388	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.93799
7.20879	-4.79536	-2.92469	2.14082	0.453951	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0
7.25203	-4.92213	-2.85718	2.10916	0.333885	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.18791
7.30826	-5.05076	-2.85586	2.10858	0.308863	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0
7.42398	-5.17279	-2.96255	2.19643	0.481996	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.22288
7.48858	-5.31277	-2.97471	2.19051	0.437719	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0
7.52349	-5.43586	-2.8276	2.13814	0.266513	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	7.9341
7.59475	-5.57116	-2.82632	2.14003	0.247783	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0
7.68527	-5.69847	-2.8647	2.17534	0.304728	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.3279
7.77074	-5.83185	-2.86829	2.18562	0.295179	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0
7.80651	-5.95317	-2.72177	2.12831	0.130184	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	7.82969
7.88227	-6.07276	-2.71253	2.13696	0.132467	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0
7.98583	-6.19794	-2.7755	2.18115	0.216078	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.7818
8.06455	-6.33371	-2.78434	2.17896	0.195657	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0
8.17665	-6.4662	-2.85358	2.21841	0.260472	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.45648
8.26029	-6.6076	-2.86701	2.21313	0.231874	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0
8.30693	-6.72347	-2.7295	2.16783	0.103664	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.19225
8.37195	-6.85303	-2.72448	2.15469	0.0764805	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0
8.43762	-6.97703	-2.70406	2.14243	0.0472225	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.448165
8.49109	-7.12386	-2.71322	2.11005	-0.00300185	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0
8.60254	-7.25361	-2.79978	2.16188	0.111033	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.79116
8.66978	-7.40778	-2.82044	2.13689	0.0667312	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0
8.71153	-7.53931	-2.71981	2.07932	-0.0650741	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.60816
8.78221	-7.66337	-2.71245	2.07827	-0.0615449	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0
8.89082	-7.79169	-2.79658	2.13323	0.0647481	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.23516
8.96412	-7.93048	-2.80398	2.1246	0.0475732	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0
9.05066	-8.05978	-2.84689	2.13929	0.0777046	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.70729
9.09982	-8.20359	-2.86062	2.10688	0.0261222	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0
9.1142	-8.33513	-2.71398	2.01682	-0.169043	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.64862
9.16897	-8.4684	-2.70864	2.00108	-0.178311	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0
9.23906	-8.60204	-2.7254	2.00639	-0.146273	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.146404
9.28379	-8.74875	-2.73136	1.97784	-0.174838	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0
9.34663	-8.88761	-2.74561	1.97667	-0.154555	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.101005
9.38516	-9.03733	-2.75166	1.94566	-0.185653	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0
9.45759	-9.16655	-2.79611	1.97403	-0.103006	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.00616
9.4846	-9.3203	-2.81816	1.93397	-0.150681	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0
9.53843	-9.46499	-2.82291	1.92766	-0.144295	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0370485
9.57547	-9.62317	-2.83477	1.90018	-0.171035	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0
9.6316	-9.75727	-2.8568	1.91182	-0.125365	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.325507
9.65753	-9.90855	-2.87297	1.88055	-0.159445	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0
9.67585	-10.0414	-2.83741	1.83757	-0.233821	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.748338
9.7243	-10.168	-2.82802	1.84029	-0.214177	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0
9.71163	-10.3157	-2.75374	1.74247	-0.401652	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.01462
9.74557	-10.4579	-2.74767	1.7315	-0.386593	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0
9.80629	-10.6095	-2.78637	1.76823	-0.265429	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.32877
9.83986	-10.7563	-2.78347	1.75894	-0.258409	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0
9.83837	-10.8909	-2.75161	1.7028	-0.352499	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.908777
9.85316	-11.0315	-2.75838	1.68244	-0.355899	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0
9.86921	-11.1644	-2.76137	1.67476	-0.330137	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.406277
9.86651	-11.3157	-2.78108	1.64141	-0.351789	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0
9.88999	-11.4563	-2.80063	1.65357	-0.282908	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.517977
9.87895	-11.6107	-2.82236	1.61797	-0.310459	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0
9.77668	-11.7506	-2.72189	1.41885	-0.709658	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	13.1164
9.75353	-11.8883	-2.70938	1.38323	-0.706064	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0
9.71362	-12.0358	-2.70929	1.32484	-0.750615	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.276143
9.66811	-12.1742	-2.70482	1.27846	-0.757792	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0
9.62907	-12.3155	-2.70672	1.25151	-0.723355	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.109716
9.57166	-12.4573	-2.71271	1.20559	-0.730237	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0
9.44403	-12.5725	-2.69379	1.03774	-1.01345	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	4.68831
9.36594	-12.6887	-2.68222	0.981077	-1.0164	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0
9.20679	-12.7697	-2.69684	0.776294	-1.36313	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	6.41844
9.08897	-12.8587	-2.70809	0.694716	-1.37699	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0
8.94695	-12.9355	-2.7197	0.574835	-1.47225	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.759082
8.8253	-13.0029	-2.70365	0.494044	-1.47606	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0
8.71923	-13.0835	-2.67062	0.476979	-1.32308	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.51926
8.57953	-13.1466	-2.67914	0.401294	-1.32417	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0
8.39681	-13.1323	-2.73795	0.180687	-1.68752	8.27267	-12.996	8.4	-13.15	-2.99683	0	8.72955
8.26116	-13.1508	-2.73799	0.0958706	-1.68791	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0
8.14855	-13.1963	-2.64168	0.113175	-1.414	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	6.44591
7.99297	-13.2175	-2.66331	0.0407661	-1.40106	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0
7.85187	-13.2335	-2.65713	-0.0146413	-1.35593	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.453717
7.68813	-13.2345	-2.68688	-0.0840664	-1.34175	7.62489	-13.249	7.65	-13.25	-2.7295	0	0
7.56033	-13.24	-2.6636	-0.111792	-1.24781	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.708113
7.4089	-13.2312	-2.69569	-0.165769	-1.2297	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0
7.25721	-13.18	-2.72904	-0.275673	-1.33095	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.910993
7.09846	-13.1439	-2.75443	-0.338988	-1.31315	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0
6.95777	-13.107	-2.72149	-0.373637	-1.21929	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.18412
6.7725	-13.0847	-2.7899	-0.399226	-1.15223	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0
6.64115	-13.0306	-2.80525	-0.458494	-1.16451	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.356493
6.47174	-12.9938	-2.86537	-0.479304	-1.10513	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0
6.32925	-13.0309	-2.69035	-0.35025	-0.668134	6.27012	-13.1139	6.25	-13.05	-1.81729	0	19.7469
6.17404	-12.9973	-2.70981	-0.365257	-0.636744	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0
6.04822	-12.891	-2.75939	-0.491092	-0.841594	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.05281
5.90092	-12.8264	-2.77807	-0.52423	-0.823004	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0
5.77906	-12.7695	-2.76543	-0.544802	-0.78091	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.240542
5.629	-12.7159	-2.80279	-0.554488	-0.739145	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0
5.50186	-12.6842	-2.74582	-0.518466	-0.576694	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.66709
5.37435	-12.6229	-2.75517	-0.536977	-0.562338	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0
5.26377	-12.529	-2.78319	-0.605564	-0.653298	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.783197
5.14838	-12.4469	-2.78732	-0.638095	-0.652692	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0
5.03039	-12.3617	-2.78358	-0.672593	-0.655949	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.647867
4.92361	-12.2583	-2.77419	-0.719262	-0.670937	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0
4.83261	-12.1024	-2.90151	-0.859157	-0.911399	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	9.01998
4.74628	-11.984	-2.89982	-0.913038	-0.922761	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0
4.66909	-11.8847	-2.82426	-0.938573	-0.867297	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.15001
4.60564	-11.7622	-2.81223	-0.999148	-0.892956	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0
4.52368	-11.6215	-2.9003	-1.06286	-0.940823	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.54077
4.49442	-11.478	-2.87981	-1.14971	-1.00075	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0
4.42625	-11.3304	-2.94836	-1.19874	-1.00089	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.37058
4.40838	-11.1769	-2.94155	-1.28492	-1.05484	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0
4.44404	-11.0386	-2.76106	-1.42045	-1.19396	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.02076
4.42545	-10.8993	-2.74948	-1.48117	-1.18858	4.43803	-10.9525	4.45	-10.95	0	1.81679	0
4.39737	-10.7597	-2.7813	-1.51453	-1.13824	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.373307
4.41102	-10.6246	-2.77329	-1.58728	-1.16255	4.45507	-10.6618	4.45	-10.65	0	3.00138	0
4.49654	-10.4968	-2.6838	-1.76022	-1.38762	4.44716	-10.5583	4.45	-10.55	0	2.00041	4.99527
4.49983	-10.3827	-2.66303	-1.80105	-1.35043	4.45187	-10.4417	4.45	-10.45	0	2.00038	0
4.50574	-10.252	-2.67582	-1.82524	-1.26665	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.421923
4.54594	-10.1256	-2.6748	-1.89079	-1.26986	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0
4.52826	-9.97761	-2.69459	-1.84508	-1.03531	4.56608	-10.005	4.55	-10	0	2.72717	3.31186
4.56885	-9.83812	-2.69144	-1.89879	-1.03151	4.55922	-9.84124	4.55	-9.85	0	2.72714	0
4.62261	-9.69897	-2.6936	-1.95873	-1.0378	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.0239404
4.6997	-9.55766	-2.71288	-2.02961	-1.05339	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0
4.69023	-9.40943	-2.72665	-1.94782	-0.761392	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	5.02424
4.76932	-9.27399	-2.75885	-2.00491	-0.78109	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0
4.89578	-9.17539	-2.75076	-2.16144	-1.03727	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.24804
4.98759	-9.05689	-2.76968	-2.2209	-1.04443	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0
4.99097	-8.91954	-2.73704	-2.1094	-0.672212	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	7.78542
5.08244	-8.78916	-2.77237	-2.15141	-0.676941	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0
5.21142	-8.68823	-2.77336	-2.26857	-0.854658	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	2.29642
5.32377	-8.5717	-2.78776	-2.32217	-0.860719	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0
5.35756	-8.43366	-2.76418	-2.23195	-0.548887	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	5.72226
5.46573	-8.31029	-2.80505	-2.26536	-0.549784	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0
5.58004	-8.21107	-2.81967	-2.34006	-0.666053	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	1.24407
5.69485	-8.0991	-2.85024	-2.37601	-0.665178	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0
5.75982	-7.97306	-2.83306	-2.31903	-0.4457	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	3.0649
5.8554	-7.87281	-2.82869	-2.34147	-0.44644	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0
5.9495	-7.76564	-2.83011	-2.35096	-0.41699	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.115572
6.04865	-7.66299	-2.83216	-2.36969	-0.414321	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0
6.15846	-7.55347	-2.83153	-2.38515	-0.395785	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.0237523
6.26577	-7.45012	-2.82176	-2.40482	-0.394264	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0
6.39712	-7.37292	-2.84123	-2.494	-0.578223	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	3.03278
6.5209	-7.27986	-2.8616	-2.52217	-0.575259	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0
6.66154	-7.20115	-2.87056	-2.58085	-0.642101	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.29853
6.78572	-7.1288	-2.84919	-2.61734	-0.646245	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0
6.86125	-7.02122	-2.79412	-2.54026	-0.371895	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	5.33094
6.97212	-6.94774	-2.78408	-2.55996	-0.374604	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0
7.11008	-6.87615	-2.78969	-2.60235	-0.425479	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.271616
7.24587	-6.7828	-2.8089	-2.61683	-0.41237	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0
7.34255	-6.66476	-2.76738	-2.52911	-0.129958	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	5.53993
7.46726	-6.57124	-2.77369	-2.53214	-0.124266	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0
7.59132	-6.48857	-2.76989	-2.54469	-0.138514	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.0410159
7.70375	-6.41978	-2.7383	-2.55849	-0.148069	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0
7.85755	-6.37675	-2.75742	-2.65267	-0.359303	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.85088
7.98123	-6.31753	-2.73507	-2.67618	-0.365293	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0
8.05808	-6.21539	-2.67749	-2.59055	-0.111402	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	5.02715
8.16342	-6.14684	-2.66594	-2.59459	-0.110444	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0
8.28993	-6.0703	-2.66882	-2.60109	-0.111818	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.00881137
8.42293	-5.98823	-2.68414	-2.60457	-0.107578	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0
8.53083	-5.91089	-2.67737	-2.58824	-0.0546887	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.189458
8.64411	-5.8392	-2.67857	-2.58983	-0.0532239	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0
8.77821	-5.78995	-2.69853	-2.64243	-0.171827	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	1.12598
8.90683	-5.70495	-2.72961	-2.6394	-0.155969	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0
9.00896	-5.61086	-2.70742	-2.57444	0.0258743	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.05857
9.13044	-5.51612	-2.73607	-2.55988	0.0437166	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0
9.23229	-5.39875	-2.72164	-2.48636	0.208355	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	1.91057
9.35172	-5.28906	-2.74	-2.46304	0.223529	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0
9.45265	-5.17268	-2.7353	-2.40782	0.321507	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.65684
